oa_code,All people,No condition,One or more conditions,Deafness or partial hearing loss,Blindness or partial sight loss,Learning disability,Learning difficulty,Developmental disorder,Physical disability,Mental health condition,Other condition
S00091963,71,48,23,7,2,0,3,1,6,5,11
S00091964,88,60,28,5,1,0,4,0,6,4,18
S00091965,83,66,17,3,2,0,1,0,8,4,8
S00091966,78,64,14,2,1,0,5,0,5,4,9
S00091967,76,60,16,3,0,0,1,0,3,2,9
S00091968,81,70,11,3,2,1,0,1,1,2,4
S00091969,51,35,16,8,2,0,1,0,5,0,11
S00091970,113,95,18,2,3,0,1,0,1,2,12
S00091971,123,95,28,7,1,0,0,1,4,1,24
S00091972,119,73,46,13,4,1,0,0,11,5,30
S00091973,94,75,19,6,2,1,0,0,6,1,17
S00091974,78,63,15,3,1,0,1,2,2,2,7
S00091975,127,92,35,8,0,0,1,0,7,1,25
S00091976,169,127,42,10,2,0,2,1,8,2,27
S00091977,64,49,15,5,2,0,0,0,2,2,10
S00091978,299,179,120,14,12,3,23,7,23,28,71
S00091979,63,49,14,2,3,0,1,1,3,2,8
S00091980,71,53,18,6,4,1,0,2,4,0,10
S00091981,128,93,35,16,1,2,3,2,6,4,23
S00091982,128,93,35,11,2,0,2,0,10,4,19
S00091983,92,61,31,7,1,3,2,8,6,3,16
S00091984,128,81,47,10,5,0,3,2,12,1,32
S00091985,105,69,36,9,6,1,1,1,13,4,17
S00091986,101,72,29,8,4,0,1,0,3,3,18
S00091987,99,67,32,10,9,1,1,0,15,4,13
S00091988,57,45,12,5,0,0,1,1,0,0,7
S00091989,76,49,27,4,1,0,1,1,7,4,21
S00091990,101,62,39,12,8,0,0,0,8,1,29
S00091991,84,54,30,9,3,0,3,0,8,2,15
S00091992,118,81,37,8,3,0,4,0,5,3,22
S00091993,148,102,46,6,2,0,6,0,7,5,29
S00091994,183,130,53,12,0,0,3,5,16,8,23
S00091995,109,79,30,5,2,1,0,2,8,6,20
S00091996,166,116,50,13,5,0,4,0,11,2,31
S00091997,75,32,43,12,5,1,0,1,8,5,30
S00091998,107,66,41,12,4,1,2,1,7,7,21
S00091999,173,123,50,15,4,0,1,3,10,6,28
S00092000,108,68,40,9,7,0,8,4,11,5,22
S00092001,85,55,30,8,8,1,1,0,9,3,17
S00092002,90,73,17,4,0,0,3,0,3,2,10
S00092003,139,111,28,6,4,4,3,0,3,2,18
S00092004,177,135,42,7,5,0,1,1,7,3,30
S00092005,191,145,46,12,1,1,2,2,3,2,35
S00092006,137,106,31,5,1,0,3,0,4,1,25
S00092007,83,52,31,14,7,0,0,0,7,4,18
S00092008,142,96,46,12,6,1,1,1,9,4,31
S00092009,134,87,47,12,5,4,5,1,18,6,30
S00092010,75,52,23,5,0,0,2,0,5,2,14
S00092011,77,59,18,2,0,0,1,0,2,2,13
S00092012,175,141,34,12,8,1,0,0,6,5,18
S00092013,152,100,52,17,7,1,4,2,12,3,28
S00092014,100,64,36,12,4,0,1,0,5,2,20
S00092015,173,132,41,9,3,0,4,1,4,3,29
S00092016,156,119,37,9,1,0,4,0,7,4,23
S00092017,140,96,44,7,3,0,3,0,9,6,27
S00092018,130,80,50,15,6,0,2,2,9,4,29
S00092019,96,61,35,11,2,0,0,0,7,3,22
S00092020,134,97,37,4,4,0,2,0,4,12,20
S00092021,76,61,15,5,0,0,1,2,4,3,6
S00092022,129,93,36,10,5,0,1,2,11,0,23
S00092023,67,41,26,10,4,1,1,0,3,4,14
S00092024,124,90,34,10,7,0,2,1,4,1,21
S00092025,136,105,31,7,1,0,1,1,4,3,17
S00092026,132,84,48,11,1,0,1,0,8,2,36
S00092027,116,85,31,8,2,1,2,1,6,3,19
S00092028,61,33,28,13,3,0,2,0,6,3,18
S00092029,86,65,21,4,1,0,0,0,2,1,18
S00092030,69,41,28,14,3,0,1,0,8,1,10
S00092031,117,74,43,10,2,2,2,0,10,8,25
S00092032,148,103,45,14,8,0,1,0,7,4,24
S00092033,59,38,21,3,2,0,2,0,4,6,7
S00092034,112,72,40,10,6,0,1,0,16,3,21
S00092035,87,55,32,9,2,1,2,0,14,8,10
S00092036,87,59,28,5,2,0,2,1,3,5,16
S00092037,161,114,47,14,9,1,3,2,12,8,25
S00092038,188,146,42,8,4,0,6,2,5,5,28
S00092039,152,105,47,12,5,1,3,0,13,7,24
S00092040,108,71,37,11,4,0,3,0,7,2,26
S00092041,103,85,18,3,1,1,1,0,8,2,11
S00092042,148,117,31,5,3,0,1,1,7,4,21
S00092043,141,86,55,16,4,0,5,2,9,5,36
S00092044,116,67,49,19,4,0,4,1,9,3,24
S00092045,156,111,45,10,8,0,5,3,9,6,22
S00092046,155,116,39,12,4,1,4,1,11,6,22
S00092047,113,81,32,11,5,1,3,0,4,2,20
S00092048,250,153,97,26,17,2,3,0,35,18,59
S00092049,168,108,60,7,3,1,8,1,16,8,34
S00092050,165,106,59,8,6,0,6,0,16,8,32
S00092051,157,101,56,14,4,0,2,0,11,1,42
S00092052,138,89,49,13,4,0,4,2,8,2,35
S00092053,99,66,33,10,1,0,1,0,11,5,21
S00092054,82,39,43,7,2,1,6,0,8,3,31
S00092055,124,59,65,28,11,11,3,1,19,8,28
S00092056,107,73,34,7,4,0,1,0,5,4,17
S00092057,99,70,29,15,4,0,0,0,4,2,17
S00092058,155,109,46,18,5,0,5,1,7,1,31
S00092059,136,97,39,8,1,2,5,2,9,4,28
S00092060,121,76,45,5,1,2,8,4,12,9,25
S00092061,88,60,28,5,1,2,1,1,9,3,17
S00092062,162,114,48,8,3,3,4,0,9,13,29
S00092063,115,69,46,12,7,0,2,1,16,11,23
S00092064,98,68,30,11,2,0,1,0,9,3,19
S00092065,71,51,20,4,1,0,2,0,5,1,13
S00092066,131,97,34,12,5,0,4,0,6,2,12
S00092067,162,107,55,10,4,4,7,0,12,8,31
S00092068,118,68,50,13,4,1,3,0,12,6,28
S00092069,91,66,25,10,3,0,0,0,5,0,14
S00092070,85,57,28,6,3,0,0,0,9,3,19
S00092071,117,81,36,10,6,0,1,1,5,0,25
S00092072,102,65,37,5,1,0,2,0,7,9,28
S00092073,111,76,35,9,1,0,2,0,3,7,23
S00092074,100,64,36,11,2,1,0,0,4,3,24
S00092075,61,34,27,8,6,0,4,1,2,4,13
S00092076,117,85,32,3,3,0,2,0,5,2,23
S00092077,141,98,43,11,5,0,3,1,5,6,25
S00092078,88,57,31,5,2,2,8,0,3,5,14
S00092079,66,18,48,16,9,3,5,1,19,2,31
S00092080,92,70,22,7,3,1,4,1,4,3,7
S00092081,104,65,39,8,1,4,7,1,5,5,19
S00092082,142,102,40,8,6,0,4,1,5,7,23
S00092083,63,26,37,9,5,2,1,0,14,4,21
S00092084,88,54,34,5,1,0,5,0,5,4,22
S00092085,99,71,28,8,1,0,1,0,7,1,17
S00092086,91,63,28,4,0,9,4,1,3,8,13
S00092087,145,116,29,4,2,1,0,0,6,3,21
S00092088,104,73,31,6,1,0,1,1,5,4,16
S00092089,99,67,32,9,2,0,4,2,2,2,18
S00092090,156,123,33,3,1,0,0,1,8,7,23
S00092091,145,98,47,6,4,4,3,1,8,4,31
S00092092,115,81,34,6,4,0,2,1,7,4,22
S00092093,101,77,24,4,4,0,1,0,7,4,15
S00092094,134,99,35,7,4,0,1,1,8,10,16
S00092095,87,56,31,8,4,0,4,2,11,2,23
S00092096,115,76,39,6,6,1,1,0,9,1,23
S00092097,168,116,52,10,8,1,2,1,9,9,30
S00092098,128,85,43,5,3,2,9,0,6,7,19
S00092099,198,168,30,7,5,0,2,0,2,0,19
S00092100,164,126,38,12,3,1,4,1,5,3,23
S00092101,108,78,30,13,1,0,1,1,8,1,22
S00092102,103,68,35,8,5,0,1,0,6,7,25
S00092103,107,75,32,5,1,0,4,3,9,1,19
S00092104,111,71,40,6,2,0,2,0,13,6,28
S00092105,112,80,32,9,2,0,1,0,6,3,22
S00092106,131,98,33,10,2,1,1,0,6,4,18
S00092107,107,65,42,15,4,2,6,0,7,3,23
S00092108,108,80,28,5,2,0,1,0,6,2,20
S00092109,96,64,32,10,4,2,2,0,8,4,21
S00092110,125,83,42,7,5,0,2,0,13,6,36
S00092111,126,72,54,16,7,0,0,0,17,6,29
S00092112,107,71,36,12,5,0,4,0,4,3,24
S00092113,84,45,39,15,4,0,1,0,6,9,22
S00092114,55,36,19,7,1,0,0,0,2,3,9
S00092115,137,88,49,11,11,5,2,1,21,8,33
S00092116,184,119,65,12,2,1,7,1,16,10,41
S00092117,76,40,36,11,5,2,1,1,5,4,21
S00092118,108,67,41,8,2,0,2,1,6,6,23
S00092119,110,72,38,6,4,0,6,1,14,3,21
S00092120,78,62,16,4,3,0,1,0,7,1,11
S00092121,94,61,33,5,4,1,2,1,10,0,24
S00092122,74,38,36,11,8,0,1,1,8,6,21
S00092123,113,74,39,12,2,2,3,3,8,6,25
S00092124,69,42,27,17,13,0,0,0,5,3,13
S00092125,112,75,37,8,6,0,3,0,11,2,23
S00092126,85,56,29,4,3,0,2,0,6,1,17
S00092127,79,51,28,7,1,0,3,1,1,2,18
S00092128,91,66,25,8,0,3,3,3,2,0,17
S00092129,140,68,72,12,2,1,16,1,20,13,42
S00092130,126,85,41,6,2,0,1,1,8,6,29
S00092131,151,99,52,14,4,2,7,0,14,5,29
S00092132,103,83,20,5,0,0,1,0,6,1,11
S00092133,156,100,56,12,5,0,1,3,13,7,36
S00092134,108,73,35,8,2,0,2,0,9,6,18
S00092135,175,121,54,5,1,0,4,1,12,3,37
S00092136,125,95,30,3,4,1,2,4,4,4,17
S00092137,83,62,21,5,0,1,2,0,6,2,15
S00092138,152,109,43,8,0,5,7,4,9,9,23
S00092139,93,69,24,3,2,0,1,1,9,4,16
S00092140,155,108,47,5,2,0,7,3,9,8,32
S00092141,52,34,18,2,1,1,2,0,6,4,6
S00092142,82,61,21,4,3,0,1,0,2,3,16
S00092143,96,66,30,10,1,2,1,0,9,1,21
S00092144,155,107,48,9,3,0,0,2,7,7,35
S00092145,75,50,25,9,0,0,0,0,5,1,15
S00092146,109,79,30,7,1,1,0,1,6,0,20
S00092147,157,113,44,9,6,1,2,0,8,5,31
S00092148,182,134,48,10,2,0,3,1,6,2,34
S00092149,118,84,34,7,4,0,3,0,8,0,22
S00092150,82,66,16,1,0,0,2,0,7,5,8
S00092151,140,105,35,11,1,0,1,0,8,0,23
S00092152,74,55,19,6,1,0,1,1,3,0,11
S00092153,157,109,48,12,3,0,3,0,7,6,33
S00092154,96,69,27,7,2,0,3,0,7,1,19
S00092155,90,46,44,18,9,2,2,0,11,3,29
S00092156,66,39,27,10,2,0,1,0,9,1,13
S00092157,137,90,47,12,4,0,1,0,11,5,38
S00092158,138,84,54,11,4,0,1,3,8,5,38
S00092159,114,87,27,7,1,0,3,0,11,4,15
S00092160,101,61,40,6,0,0,2,0,14,1,27
S00092161,152,98,54,11,5,0,6,0,12,10,33
S00092162,128,89,39,15,4,0,4,0,8,3,16
S00092163,195,136,59,11,4,1,4,3,22,5,35
S00092164,77,63,14,2,0,1,3,0,2,3,9
S00092165,144,79,65,11,6,1,3,1,18,9,45
S00092166,68,45,23,4,0,0,0,1,6,0,16
S00092167,91,42,49,19,2,0,3,1,17,9,26
S00092168,132,94,38,6,1,2,2,1,11,6,25
S00092169,85,63,22,5,1,0,1,0,7,5,12
S00092170,132,98,34,4,0,0,2,4,5,10,15
S00092171,113,80,33,4,2,0,5,2,5,4,21
S00092172,161,111,50,4,0,1,9,7,12,7,23
S00092173,193,145,48,7,2,1,6,2,9,10,33
S00092174,167,118,49,10,4,0,0,1,16,4,35
S00092175,132,80,52,14,5,1,2,1,10,2,36
S00092176,129,86,43,14,2,0,6,0,14,1,23
S00092177,164,115,49,11,3,5,6,4,15,11,30
S00092178,99,89,10,3,1,0,0,0,0,1,7
S00092179,148,107,41,9,3,0,4,0,12,6,26
S00092180,160,109,51,3,2,2,2,5,15,13,26
S00092181,59,16,43,19,10,0,1,0,12,6,30
S00092182,122,96,26,3,2,0,1,0,6,3,17
S00092183,144,100,44,10,7,0,4,1,13,3,24
S00092184,170,132,38,7,1,0,2,1,4,9,24
S00092185,145,103,42,5,4,1,3,0,8,8,26
S00092186,72,40,32,11,3,0,0,0,6,3,22
S00092187,153,114,39,12,1,0,2,2,11,4,21
S00092188,51,10,41,20,9,0,0,0,18,3,25
S00092189,78,57,21,3,0,0,1,0,8,1,14
S00092190,157,78,79,17,5,0,1,1,12,7,60
S00092191,160,113,47,16,6,0,1,0,7,4,30
S00092192,75,35,40,6,2,1,1,1,7,12,23
S00092193,153,120,33,8,2,0,2,0,6,1,24
S00092194,190,141,49,14,3,0,3,0,10,2,34
S00092195,161,116,45,15,2,0,2,1,7,4,28
S00092196,136,92,44,6,6,0,2,2,7,9,23
S00092197,163,118,45,10,8,0,5,0,10,4,33
S00092198,131,91,40,9,6,0,1,0,9,6,26
S00092199,75,48,27,5,1,1,2,1,9,2,17
S00092200,65,51,14,4,1,0,0,2,1,1,8
S00092201,98,67,31,7,0,0,3,0,4,0,22
S00092202,168,112,56,17,12,0,4,0,7,4,43
S00092203,153,113,40,9,0,0,4,1,10,2,25
S00092204,143,101,42,11,4,0,2,1,5,1,30
S00092205,112,75,37,9,1,0,2,0,6,0,30
S00092206,120,89,31,5,2,1,2,2,8,4,24
S00092207,156,115,41,11,1,0,2,0,7,1,26
S00092208,86,80,6,1,0,0,0,0,0,0,5
S00092209,184,124,60,15,7,0,5,1,13,6,44
S00092210,117,82,35,14,5,0,3,0,11,3,22
S00092211,108,64,44,9,2,2,2,3,11,3,28
S00092212,93,74,19,7,1,0,0,1,4,0,13
S00092213,159,123,36,9,5,0,3,0,12,4,22
S00092214,156,113,43,10,5,1,2,1,10,2,30
S00092215,115,94,21,5,0,0,5,2,5,4,13
S00092216,124,77,47,9,6,1,1,0,11,6,34
S00092217,97,64,33,7,2,0,2,0,13,4,17
S00092218,134,75,59,17,7,1,4,1,19,5,34
S00092219,97,71,26,5,0,1,6,0,2,2,15
S00092220,64,37,27,8,3,0,2,0,2,3,19
S00092221,110,83,27,7,3,1,3,1,2,4,19
S00092222,105,66,39,13,5,0,2,0,9,4,23
S00092223,149,126,23,5,2,0,2,1,3,3,11
S00092224,71,36,35,9,4,0,2,0,7,2,26
S00092225,101,47,54,19,10,0,2,1,13,4,34
S00092226,187,151,36,12,1,0,4,0,2,1,22
S00092227,153,118,35,6,1,0,6,0,7,2,25
S00092228,141,64,77,11,2,4,0,2,15,1,61
S00092229,122,108,14,0,0,0,2,1,2,2,11
S00092230,109,87,22,5,0,0,2,1,5,2,13
S00092231,134,110,24,2,2,1,1,1,5,2,16
S00092232,83,64,19,3,0,0,2,0,2,1,14
S00092233,132,100,32,9,1,0,2,1,3,2,20
S00092234,61,39,22,5,1,0,0,1,4,1,13
S00092235,110,79,31,11,0,0,3,0,1,0,18
S00092236,109,86,23,8,3,1,2,1,4,2,15
S00092237,128,79,49,31,7,0,3,0,13,3,26
S00092238,83,66,17,5,1,0,0,1,0,2,12
S00092239,212,182,30,6,1,1,3,1,5,1,19
S00092240,132,101,31,6,5,0,2,0,3,3,23
S00092241,102,83,19,2,3,0,1,0,8,3,11
S00092242,128,97,31,4,1,0,2,0,3,4,28
S00092243,60,45,15,3,0,0,3,0,4,0,8
S00092244,61,43,18,2,0,0,1,0,0,0,15
S00092245,109,73,36,7,2,0,3,0,4,1,28
S00092246,116,86,30,7,4,1,1,1,9,1,19
S00092247,86,73,13,3,1,0,0,2,1,1,7
S00092248,94,62,32,9,3,1,1,0,4,0,20
S00092249,95,64,31,10,5,0,1,0,6,4,23
S00092250,76,61,15,6,0,0,2,0,1,2,9
S00092251,66,48,18,5,2,0,2,0,3,0,14
S00092252,177,137,40,6,2,0,3,2,3,2,30
S00092253,157,133,24,3,3,1,1,1,3,3,15
S00092254,79,45,34,9,1,2,2,0,4,7,17
S00092255,120,89,31,11,6,0,0,0,11,4,11
S00092256,161,116,45,12,1,4,0,1,6,2,29
S00092257,60,37,23,1,1,2,6,1,5,2,14
S00092258,142,109,33,13,2,0,1,0,6,1,22
S00092259,130,97,33,4,1,0,1,0,7,1,25
S00092260,102,78,24,5,2,0,2,1,1,2,13
S00092261,97,71,26,5,4,0,0,0,1,0,20
S00092262,165,130,35,10,0,0,1,0,4,2,23
S00092263,97,75,22,5,7,1,1,1,7,2,19
S00092264,101,62,39,17,6,1,1,0,13,2,19
S00092265,116,82,34,6,2,0,0,1,7,2,25
S00092266,161,113,48,15,4,0,1,2,3,5,28
S00092267,135,109,26,0,2,0,1,0,4,1,24
S00092268,123,78,45,12,4,0,6,0,9,3,25
S00092269,78,32,46,14,6,1,1,2,17,5,29
S00092270,55,29,26,10,2,0,3,0,6,4,15
S00092271,108,60,48,15,4,3,3,0,12,1,25
S00092272,107,60,47,11,1,0,1,1,8,4,35
S00092273,62,45,17,5,2,0,4,0,2,2,8
S00092274,186,144,42,9,1,0,2,1,8,4,30
S00092275,99,75,24,5,2,0,1,0,4,4,18
S00092276,63,44,19,6,3,0,1,0,3,2,11
S00092277,116,90,26,10,3,0,3,0,4,2,12
S00092278,111,74,37,5,5,1,4,2,9,7,20
S00092279,74,56,18,5,2,0,1,0,6,2,7
S00092280,87,61,26,6,2,4,0,1,7,3,16
S00092281,75,48,27,9,0,0,2,0,2,2,17
S00092282,63,27,36,5,1,0,0,0,8,3,26
S00092283,161,100,61,15,3,1,1,1,18,3,41
S00092284,102,66,36,6,2,0,4,1,4,6,24
S00092285,71,45,26,4,1,1,0,0,2,2,21
S00092286,84,59,25,6,3,0,1,0,2,2,17
S00092287,57,36,21,7,1,1,1,2,3,2,11
S00092288,88,65,23,9,4,1,1,0,5,1,16
S00092289,130,78,52,16,1,1,8,2,10,0,34
S00092290,74,56,18,3,0,0,0,0,2,2,15
S00092291,121,80,41,4,1,3,6,2,8,5,28
S00092292,90,66,24,4,5,0,2,2,2,2,14
S00092293,70,50,20,2,2,0,1,0,6,1,14
S00092294,50,29,21,2,2,0,4,0,3,3,11
S00092295,96,44,52,8,2,1,4,0,26,26,34
S00092296,81,50,31,9,2,0,1,1,4,1,20
S00092297,112,87,25,5,3,0,4,1,3,0,16
S00092298,133,101,32,7,4,0,3,1,8,5,16
S00092299,70,52,18,8,2,0,1,0,3,4,12
S00092300,102,66,36,7,1,1,2,1,7,3,23
S00092301,65,49,16,3,2,0,0,0,3,1,11
S00092302,110,84,26,6,2,0,1,0,3,3,16
S00092303,94,72,22,4,0,0,3,1,8,5,11
S00092304,115,84,31,6,3,2,1,0,7,2,21
S00092305,123,93,30,4,1,1,4,3,1,5,19
S00092306,96,72,24,5,1,0,2,0,2,4,15
S00092307,165,112,53,7,2,1,4,1,3,2,38
S00092308,56,27,29,2,1,1,2,1,4,6,20
S00092309,66,50,16,4,0,1,0,0,3,2,10
S00092310,75,60,15,3,2,0,2,0,2,1,8
S00092311,135,109,26,9,5,0,0,0,8,1,20
S00092312,136,107,29,7,1,0,6,0,2,1,18
S00092313,116,82,34,3,1,0,1,0,5,2,25
S00092314,102,62,40,9,3,0,1,0,6,8,24
S00092315,59,40,19,4,1,0,1,0,3,2,12
S00092316,135,103,32,2,3,2,4,2,5,5,24
S00092317,154,124,30,5,0,0,1,0,3,3,23
S00092318,170,147,23,6,2,1,3,0,3,2,13
S00092319,111,85,26,3,2,2,3,0,5,1,17
S00092320,56,43,13,1,1,0,1,0,4,1,7
S00092321,78,40,38,10,6,0,1,0,11,4,20
S00092322,90,58,32,9,2,0,4,0,7,2,15
S00092323,180,123,57,7,1,2,10,5,19,9,30
S00092324,145,101,44,13,4,0,1,0,8,3,28
S00092325,84,67,17,6,2,0,3,2,3,1,9
S00092326,112,88,24,9,3,0,2,0,4,1,15
S00092327,103,80,23,7,0,0,2,0,1,3,15
S00092328,79,59,20,3,2,0,1,0,2,2,13
S00092329,185,142,43,8,1,4,10,7,10,14,26
S00092330,151,123,28,8,4,0,2,1,0,5,17
S00092331,159,128,31,12,1,0,2,1,5,3,14
S00092332,183,143,40,10,0,0,3,0,3,2,26
S00092333,191,165,26,3,1,2,2,0,1,2,19
S00092334,166,141,25,4,0,2,3,0,3,1,20
S00092335,188,160,28,3,1,0,3,0,6,5,17
S00092336,162,139,23,3,2,1,2,1,3,3,13
S00092337,131,114,17,4,0,0,2,0,3,1,12
S00092338,140,114,26,4,0,0,1,2,3,4,17
S00092339,132,121,11,1,1,0,0,0,1,0,8
S00092340,162,151,11,0,0,0,2,0,0,0,9
S00092341,220,196,24,3,1,0,2,0,2,2,18
S00092342,137,102,35,11,3,0,0,0,6,4,22
S00092343,94,50,44,17,6,1,1,0,17,12,32
S00092344,243,205,38,6,1,1,5,6,4,4,22
S00092345,169,150,19,2,0,0,3,2,3,0,10
S00092346,194,184,10,0,1,0,0,1,2,1,7
S00092347,217,203,14,3,1,0,0,0,0,1,10
S00092348,155,139,16,6,0,1,1,2,3,0,7
S00092349,151,121,30,5,1,0,1,1,2,4,21
S00092350,128,92,36,9,1,0,2,0,3,4,22
S00092351,113,91,22,6,0,0,2,0,4,5,15
S00092352,94,71,23,9,1,0,1,1,3,1,11
S00092353,201,160,41,8,1,0,4,3,3,5,24
S00092354,118,99,19,5,1,0,0,0,2,1,10
S00092355,69,50,19,4,2,0,2,0,1,0,13
S00092356,164,113,51,8,4,1,7,2,11,7,26
S00092357,90,70,20,4,2,0,1,0,2,3,16
S00092358,127,107,20,2,0,0,0,0,3,2,17
S00092359,78,48,30,7,5,0,2,0,6,4,18
S00092360,126,93,33,6,0,0,6,0,6,6,18
S00092361,121,101,20,1,1,0,1,1,1,1,15
S00092362,158,100,58,19,6,2,2,5,8,5,28
S00092363,150,101,49,4,3,10,8,4,18,13,27
S00092364,76,63,13,5,1,0,0,0,0,2,8
S00092365,127,97,30,7,3,0,2,0,1,1,20
S00092366,184,160,24,3,2,1,4,0,2,2,18
S00092367,135,104,31,5,2,0,3,1,5,3,20
S00092368,117,90,27,9,6,0,5,0,4,2,11
S00092369,127,99,28,10,2,0,0,1,9,0,22
S00092370,167,121,46,11,2,0,5,0,4,1,33
S00092371,123,98,25,5,0,2,8,3,3,3,14
S00092372,153,134,19,1,1,0,5,4,1,0,9
S00092373,107,72,35,1,1,0,8,6,5,4,19
S00092374,121,95,26,5,1,0,1,1,2,2,19
S00092375,185,135,50,9,3,0,3,1,4,3,36
S00092376,117,90,27,6,0,0,4,2,2,2,14
S00092377,75,56,19,1,0,0,2,0,2,1,16
S00092378,111,84,27,7,2,1,6,1,5,2,12
S00092379,91,67,24,6,2,0,1,0,3,5,14
S00092380,58,41,17,4,2,0,0,2,3,1,10
S00092381,69,61,8,1,0,1,1,1,1,1,4
S00092382,100,89,11,1,0,0,0,0,1,0,9
S00092383,182,122,60,11,11,0,6,0,17,6,42
S00092384,165,112,53,12,4,1,3,1,12,3,39
S00092385,176,162,14,2,1,0,0,0,1,1,9
S00092386,149,123,26,1,2,1,2,2,2,5,20
S00092387,201,152,49,7,3,0,3,2,6,1,37
S00092388,101,80,21,3,2,0,1,1,3,2,14
S00092389,235,196,39,2,1,0,5,3,4,7,25
S00092390,112,86,26,9,1,0,0,0,7,1,20
S00092391,62,36,26,8,1,0,0,0,5,4,17
S00092392,173,139,34,9,4,0,4,1,6,5,17
S00092393,107,78,29,4,2,1,3,0,3,1,21
S00092394,175,135,40,11,2,1,1,0,7,1,28
S00092395,130,104,26,4,1,0,1,0,6,2,18
S00092396,115,81,34,7,2,0,4,1,2,1,23
S00092397,162,123,39,7,0,0,7,1,9,2,24
S00092398,191,140,51,11,2,1,3,1,8,3,40
S00092399,149,113,36,8,2,0,0,0,4,4,27
S00092400,195,165,30,6,3,1,6,2,6,1,18
S00092401,160,132,28,8,2,1,2,1,2,2,20
S00092402,143,108,35,7,2,0,1,0,5,2,24
S00092403,183,164,19,6,1,0,0,1,2,2,12
S00092404,76,58,18,2,1,0,2,0,2,8,8
S00092405,106,73,33,4,2,1,4,4,5,3,20
S00092406,149,128,21,3,1,0,1,2,1,3,13
S00092407,213,189,24,3,0,0,2,1,0,3,17
S00092408,134,94,40,8,1,0,3,0,5,2,28
S00092409,140,107,33,6,2,1,2,1,4,3,25
S00092410,170,132,38,9,0,0,2,2,10,1,21
S00092411,77,60,17,3,2,0,1,0,3,4,9
S00092412,113,91,22,5,4,0,0,0,4,3,14
S00092413,128,100,28,7,2,1,0,1,2,2,18
S00092414,84,64,20,4,0,0,4,0,1,0,13
S00092415,125,99,26,7,1,0,1,2,7,1,14
S00092416,104,77,27,7,5,1,0,1,2,3,16
S00092417,79,56,23,6,3,0,1,0,2,1,16
S00092418,130,95,35,11,5,0,6,2,4,0,22
S00092419,76,58,18,4,0,1,2,0,4,0,12
S00092420,142,109,33,3,0,0,2,0,6,5,23
S00092421,65,53,12,3,1,0,0,0,0,1,10
S00092422,111,85,26,3,2,0,1,2,1,3,19
S00092423,142,110,32,8,1,1,3,1,4,1,20
S00092424,63,47,16,4,0,0,0,2,2,1,11
S00092425,158,104,54,21,3,0,2,1,13,2,31
S00092426,129,99,30,6,2,0,1,1,3,1,21
S00092427,137,112,25,5,3,1,0,0,5,0,17
S00092428,81,41,40,16,4,0,0,2,5,1,25
S00092429,105,65,40,12,4,3,4,1,8,1,27
S00092430,112,73,39,11,0,1,0,4,9,6,25
S00092431,133,92,41,13,6,0,0,0,2,4,26
S00092432,117,93,24,11,5,0,0,0,6,2,10
S00092433,121,95,26,6,1,0,2,0,6,3,16
S00092434,217,164,53,7,0,1,6,0,5,3,39
S00092435,65,41,24,7,4,0,1,0,5,2,14
S00092436,158,99,59,11,8,2,3,1,11,5,43
S00092437,179,154,25,4,2,0,1,1,5,3,17
S00092438,65,51,14,2,0,0,1,0,0,1,11
S00092439,128,92,36,9,3,0,1,1,4,4,29
S00092440,72,44,28,4,3,16,3,0,6,5,14
S00092441,222,182,40,9,0,0,2,3,1,0,27
S00092442,146,111,35,6,1,0,6,3,4,4,23
S00092443,108,79,29,4,1,1,3,1,6,3,23
S00092444,106,81,25,6,2,1,2,0,3,3,19
S00092445,57,48,9,2,0,0,0,0,2,0,5
S00092446,112,67,45,19,13,0,1,1,9,6,22
S00092447,73,48,25,10,2,0,0,0,4,1,16
S00092448,161,109,52,8,4,0,0,0,5,4,39
S00092449,91,74,17,7,2,0,1,1,2,1,10
S00092450,192,170,22,4,0,0,0,0,2,1,19
S00092451,128,76,52,9,6,1,2,1,7,2,36
S00092452,116,85,31,11,2,0,1,1,5,1,22
S00092453,124,89,35,7,3,0,1,0,10,6,19
S00092454,86,70,16,4,1,0,2,0,1,4,10
S00092455,123,83,40,10,2,1,2,1,5,2,30
S00092456,86,55,31,8,5,0,5,4,2,2,18
S00092457,92,73,19,3,3,0,0,1,0,2,12
S00092458,180,123,57,9,4,0,1,2,3,5,44
S00092459,179,137,42,12,4,0,0,0,5,2,26
S00092460,96,76,20,4,0,0,1,1,2,1,15
S00092461,65,41,24,3,3,0,2,0,1,2,17
S00092462,150,119,31,8,2,0,2,0,5,5,17
S00092463,91,60,31,8,5,0,4,2,5,1,17
S00092464,135,95,40,6,2,0,1,1,8,6,26
S00092465,81,52,29,6,3,0,2,1,3,4,17
S00092466,178,134,44,12,2,0,1,0,5,4,28
S00092467,165,140,25,2,2,0,2,3,2,2,16
S00092468,85,57,28,5,3,0,1,1,0,3,21
S00092469,68,48,20,6,2,1,0,0,3,3,10
S00092470,159,116,43,11,4,0,3,2,10,11,27
S00092471,210,136,74,12,3,1,9,2,20,12,42
S00092472,73,49,24,6,1,0,2,1,8,5,15
S00092473,95,78,17,3,3,0,0,0,2,3,11
S00092474,167,135,32,5,1,1,2,0,3,1,19
S00092475,144,97,47,12,3,0,1,1,12,7,28
S00092476,90,53,37,3,1,0,1,1,11,1,27
S00092477,131,97,34,10,1,0,1,0,6,2,26
