oa_code,All people,No condition,One or more conditions,Deafness or partial hearing loss,Blindness or partial sight loss,Learning disability,Learning difficulty,Developmental disorder,Physical disability,Mental health condition,Other condition
S00130131,128,109,19,2,1,0,1,0,1,6,12
S00130132,73,41,32,8,0,0,0,0,10,1,21
S00130133,141,121,20,2,1,2,2,0,7,4,9
S00130134,65,43,22,9,3,0,2,1,5,2,13
S00130135,61,46,15,5,0,0,0,0,3,2,9
S00130136,188,139,49,10,1,0,2,0,8,2,36
S00130137,176,132,44,7,0,3,5,3,2,7,25
S00130138,108,89,19,3,1,0,1,0,2,1,14
S00130139,82,60,22,1,0,1,2,0,3,4,17
S00130140,101,69,32,2,4,0,0,0,6,4,25
S00130141,144,108,36,9,4,0,2,0,7,3,29
S00130142,123,89,34,11,1,0,3,0,8,0,22
S00130143,172,132,40,13,1,1,3,3,8,1,26
S00130144,109,70,39,13,6,1,0,1,17,3,27
S00130145,51,40,11,4,1,0,1,0,1,0,7
S00130146,100,55,45,12,3,1,3,0,16,7,27
S00130147,66,43,23,7,1,2,0,1,4,6,11
S00130148,110,69,41,7,2,0,2,0,14,4,28
S00130149,80,41,39,10,3,0,0,1,15,5,23
S00130150,144,79,65,17,7,0,1,0,18,7,47
S00130151,118,87,31,7,2,0,1,1,8,10,17
S00130152,60,46,14,3,1,0,1,0,3,2,6
S00130153,61,32,29,10,4,0,1,0,10,6,20
S00130154,98,81,17,3,0,0,0,0,2,4,10
S00130155,109,74,35,8,2,0,3,0,6,3,26
S00130156,80,68,12,2,2,0,2,0,2,2,3
S00130157,133,74,59,20,15,0,1,1,28,3,33
S00130158,101,74,27,5,2,1,0,0,5,6,18
S00130159,112,72,40,7,4,0,1,0,12,5,29
S00130160,99,62,37,8,3,1,4,2,3,6,19
S00130161,110,38,72,21,9,0,0,0,28,11,49
S00130162,56,44,12,2,1,0,2,0,3,3,7
S00130163,95,37,58,15,12,1,0,0,14,12,37
S00130164,101,37,64,19,7,2,0,1,19,8,36
S00130165,99,75,24,7,4,0,2,0,3,4,9
S00130166,127,85,42,10,0,1,4,0,11,8,21
S00130167,77,57,20,2,0,0,2,0,4,5,8
S00130168,161,129,32,5,3,0,1,0,3,4,27
S00130169,179,140,39,4,2,0,2,1,7,5,27
S00130170,114,61,53,22,5,0,0,0,18,5,31
S00130171,80,48,32,8,1,0,1,1,9,3,19
S00130172,93,52,41,9,7,0,1,0,10,12,26
S00130173,76,55,21,3,1,1,0,0,4,4,14
S00130174,112,70,42,8,5,0,1,2,14,10,25
S00130175,77,57,20,0,1,0,4,0,8,5,10
S00130176,142,123,19,3,0,1,1,1,3,5,14
S00130177,61,33,28,9,3,0,1,0,15,3,21
S00130178,118,77,41,7,5,1,5,2,5,10,25
S00130179,90,61,29,7,1,0,2,0,9,5,17
S00130180,112,73,39,8,0,0,1,1,17,4,24
S00130181,117,76,41,7,2,0,3,0,9,7,31
S00130182,116,79,37,8,1,2,0,3,10,8,26
S00130183,130,87,43,6,5,0,7,0,14,10,22
S00130184,121,102,19,5,1,1,1,1,6,4,12
S00130185,124,93,31,7,1,0,1,0,6,3,21
S00130186,114,72,42,5,3,1,3,2,6,6,29
S00130187,124,92,32,6,3,1,3,0,4,3,18
S00130188,76,57,19,3,0,0,0,0,4,4,12
S00130189,72,66,6,1,1,0,1,0,2,1,5
S00130190,163,119,44,7,6,0,2,3,14,4,28
S00130191,157,118,39,8,5,0,1,1,9,10,25
S00130192,146,97,49,13,2,2,3,1,13,11,24
S00130193,129,91,38,5,3,1,2,1,13,10,22
S00130194,88,44,44,6,4,0,0,0,19,8,29
S00130195,88,57,31,9,1,0,0,0,9,7,25
S00130196,62,46,16,1,2,0,0,0,4,6,10
S00130197,77,42,35,7,3,0,3,0,9,14,17
S00130198,64,36,28,2,1,0,3,1,9,3,17
S00130199,82,38,44,6,4,0,6,0,15,10,23
S00130200,74,40,34,8,2,0,2,0,9,3,21
S00130201,94,49,45,11,8,0,6,0,11,8,28
S00130202,61,32,29,3,1,0,5,0,14,7,16
S00130203,133,107,26,3,0,1,4,0,5,7,12
S00130204,104,79,25,10,2,0,1,2,8,2,13
S00130205,126,101,25,2,3,0,1,3,6,2,17
S00130206,114,72,42,7,4,0,6,2,10,14,19
S00130207,120,67,53,11,6,2,5,3,12,18,28
S00130208,56,30,26,3,0,1,3,3,7,11,13
S00130209,90,62,28,3,1,0,3,0,6,10,15
S00130210,95,58,37,2,2,0,3,0,15,13,21
S00130211,51,35,16,2,0,0,2,0,4,6,9
S00130212,102,64,38,8,3,0,5,1,9,15,20
S00130213,111,64,47,7,3,1,2,1,13,17,27
S00130214,63,42,21,3,2,0,1,0,7,3,11
S00130215,75,49,26,4,4,0,3,0,7,9,9
S00130216,66,43,23,2,0,1,5,2,6,6,12
S00130217,74,54,20,1,0,0,2,0,5,5,10
S00130218,117,91,26,8,1,0,0,0,5,5,14
S00130219,84,57,27,7,0,0,0,1,5,6,15
S00130220,76,50,26,1,0,1,2,1,6,9,19
S00130221,93,55,38,5,2,0,2,3,7,19,15
S00130222,80,51,29,5,5,1,10,0,4,8,10
S00130223,114,73,41,10,3,0,1,1,8,3,28
S00130224,107,70,37,5,6,0,0,0,10,5,26
S00130225,143,112,31,5,3,0,2,1,6,6,20
S00130226,101,64,37,8,3,1,2,0,9,2,29
S00130227,153,116,37,6,0,1,3,0,11,2,20
S00130228,97,72,25,5,0,0,0,0,5,1,18
S00130229,80,64,16,3,0,0,1,0,1,1,13
S00130230,121,99,22,2,1,0,2,0,6,2,17
S00130231,207,182,25,8,1,0,1,0,1,1,19
S00130232,90,64,26,6,1,0,1,1,7,4,14
S00130233,172,125,47,14,2,0,2,0,14,6,34
S00130234,138,109,29,6,4,0,5,3,1,2,17
S00130235,132,91,41,8,1,0,3,1,2,2,28
S00130236,122,89,33,4,2,0,2,2,2,4,23
S00130237,107,67,40,7,4,0,0,0,14,3,29
S00130238,167,125,42,8,0,0,0,2,9,7,32
S00130239,101,72,29,8,1,2,1,0,1,1,19
S00130240,147,118,29,4,0,2,4,2,2,3,18
S00130241,135,100,35,8,2,0,0,4,9,2,18
S00130242,221,198,23,1,1,0,2,1,6,1,19
S00130243,143,117,26,4,2,0,3,0,2,3,19
S00130244,122,91,31,6,0,0,0,0,6,1,26
S00130245,103,83,20,6,3,0,0,0,1,2,14
S00130246,162,132,30,4,0,0,2,0,3,0,24
S00130247,118,81,37,7,0,0,5,0,6,5,24
S00130248,149,121,28,5,2,0,0,1,9,7,15
S00130249,107,74,33,9,1,0,0,0,9,5,23
S00130250,78,50,28,10,6,1,0,1,8,5,15
S00130251,118,82,36,4,2,1,3,1,10,1,29
S00130252,128,91,37,7,2,14,2,6,9,5,22
S00130253,152,117,35,4,3,0,4,0,6,2,24
S00130254,125,86,39,9,1,0,1,0,13,5,26
S00130255,61,51,10,2,0,0,0,0,0,1,7
S00130256,144,31,113,16,14,2,3,1,33,31,95
S00130257,84,41,43,13,3,0,2,0,17,4,22
S00130258,102,71,31,11,1,0,2,0,10,1,19
S00130259,57,47,10,2,0,0,0,0,2,1,6
S00130260,100,51,49,9,4,1,1,0,13,7,32
S00130261,157,120,37,5,2,0,4,0,7,8,25
S00130262,93,66,27,4,2,0,0,0,6,7,14
S00130263,174,126,48,7,3,1,2,2,15,6,29
S00130264,190,80,110,18,21,2,3,2,39,40,76
S00130265,118,83,35,9,4,0,1,0,12,0,24
S00130266,92,66,26,2,3,0,5,1,7,8,15
S00130267,62,50,12,2,3,0,1,0,0,0,8
S00130268,144,98,46,15,4,0,2,0,15,7,31
S00130269,121,87,34,2,3,2,5,2,5,12,22
S00130270,143,80,63,10,6,1,7,0,14,15,37
S00130271,117,93,24,0,1,1,7,0,3,2,10
S00130272,103,69,34,7,2,0,0,2,7,5,24
S00130273,64,33,31,6,3,1,2,1,12,13,15
S00130274,143,83,60,14,4,2,6,4,14,10,40
S00130275,148,98,50,10,4,1,4,2,20,6,32
S00130276,64,43,21,3,1,1,3,0,4,5,15
S00130277,92,62,30,4,4,3,0,0,13,3,18
S00130278,107,60,47,8,5,0,3,2,18,4,28
S00130279,109,70,39,10,1,2,4,0,15,5,22
S00130280,136,78,58,14,2,0,3,0,20,7,36
S00130281,126,78,48,13,5,2,1,0,12,6,35
S00130282,90,16,74,23,7,0,0,1,33,9,38
S00130283,135,81,54,9,4,1,4,1,14,5,35
S00130284,78,49,29,5,2,0,0,0,9,4,26
S00130285,66,39,27,5,0,2,1,1,13,10,13
S00130286,157,122,35,4,3,1,5,0,6,0,19
S00130287,81,55,26,3,1,0,1,0,6,4,15
S00130288,99,62,37,5,1,1,3,3,14,10,20
S00130289,79,37,42,9,6,0,3,0,10,11,26
S00130290,102,73,29,4,1,1,1,1,6,4,23
S00130291,78,49,29,5,1,0,0,0,13,3,22
S00130292,128,71,57,10,4,1,3,2,14,10,33
S00130293,101,64,37,3,3,2,7,1,15,7,23
S00130294,101,71,30,5,2,0,2,1,8,6,17
S00130295,158,121,37,7,3,1,4,2,12,4,24
S00130296,120,84,36,4,4,1,3,0,8,14,18
S00130297,121,74,47,4,2,0,6,1,11,15,30
S00130298,103,61,42,10,5,0,3,0,7,12,27
S00130299,88,62,26,5,1,0,1,0,6,7,13
S00130300,77,47,30,6,1,0,3,1,8,11,16
S00130301,97,58,39,7,4,1,3,0,8,16,16
S00130302,102,78,24,3,1,0,2,0,4,8,21
S00130303,99,69,30,6,1,0,1,0,8,7,21
S00130304,117,97,20,3,2,0,0,0,5,3,17
S00130305,50,36,14,2,2,0,2,0,4,2,10
S00130306,79,58,21,5,4,0,1,0,7,2,10
S00130307,106,55,51,11,2,0,8,0,9,4,33
S00130308,194,176,18,2,0,0,2,0,3,4,9
S00130309,76,51,25,2,3,1,2,0,8,10,9
S00130310,104,51,53,13,5,1,4,0,23,7,37
S00130311,94,51,43,11,4,0,0,0,10,3,32
S00130312,110,68,42,10,1,2,1,1,12,3,19
S00130313,100,61,39,7,1,1,1,0,11,5,27
S00130314,95,72,23,6,1,0,1,0,4,3,16
S00130315,118,104,14,3,1,0,1,0,2,2,9
S00130316,93,77,16,2,1,0,0,0,6,2,10
S00130317,157,111,46,13,3,0,0,1,12,5,33
S00130318,84,61,23,2,1,0,0,2,7,1,14
S00130319,159,121,38,4,0,1,2,2,7,6,26
S00130320,176,135,41,3,0,0,0,0,13,7,35
S00130321,76,33,43,17,2,0,1,0,8,0,24
S00130322,120,83,37,6,3,1,3,0,9,6,27
S00130323,60,38,22,6,2,0,0,1,10,3,17
S00130324,91,65,26,6,0,1,0,1,6,6,16
S00130325,122,69,53,21,9,1,2,1,16,6,29
S00130326,146,102,44,9,1,0,1,0,8,3,30
S00130327,111,74,37,6,4,0,3,3,10,6,24
S00130328,108,76,32,4,0,0,0,1,10,5,19
S00130329,99,69,30,5,2,0,1,0,2,2,25
S00130330,97,77,20,4,1,0,1,0,3,4,15
S00130331,144,95,49,10,5,1,3,0,6,8,34
S00130332,153,111,42,11,4,0,1,1,9,1,25
S00130333,101,67,34,6,4,0,1,2,8,3,19
S00130334,142,118,24,6,2,1,2,0,7,1,18
S00130335,114,70,44,10,6,0,1,2,10,4,34
S00130336,100,91,9,1,0,0,0,0,1,1,6
S00130337,130,94,36,8,1,1,2,0,6,12,17
S00130338,128,65,63,24,12,0,2,1,17,5,38
S00130339,74,21,53,19,11,0,1,0,18,4,38
S00130340,84,60,24,8,0,0,0,0,5,0,17
S00130341,123,62,61,13,4,2,0,1,27,5,39
S00130342,88,48,40,13,3,1,1,2,15,5,26
S00130343,178,123,55,15,5,1,4,0,18,6,32
S00130344,107,71,36,7,4,0,2,3,7,8,25
S00130345,120,79,41,5,1,1,2,0,10,3,30
S00130346,56,35,21,9,2,0,0,0,4,4,12
S00130347,103,49,54,17,6,1,1,1,21,5,35
S00130348,87,54,33,5,1,0,0,0,12,6,23
S00130349,85,37,48,16,7,0,0,0,17,4,34
S00130350,57,27,30,8,2,0,0,0,14,2,16
S00130351,127,78,49,10,4,0,4,2,11,12,32
S00130352,98,56,42,10,5,1,2,0,18,8,23
S00130353,64,38,26,10,3,0,0,0,11,1,16
S00130354,91,49,42,5,5,2,4,5,13,20,18
S00130355,71,43,28,6,3,0,4,0,8,7,18
S00130356,54,30,24,1,0,0,3,0,4,9,13
S00130357,85,51,34,9,4,0,2,0,6,13,21
S00130358,59,38,21,1,0,0,1,0,7,7,12
S00130359,104,59,45,12,5,3,4,0,11,15,18
S00130360,79,50,29,7,3,1,0,0,9,4,16
S00130361,98,59,39,12,6,0,0,0,12,6,22
S00130362,98,74,24,5,1,0,0,0,7,7,15
S00130363,52,36,16,4,1,1,2,1,1,1,10
S00130364,97,80,17,4,1,0,0,0,4,1,13
S00130365,120,84,36,10,2,0,1,1,9,2,21
S00130366,112,79,33,9,3,0,1,0,1,2,22
S00130367,80,48,32,8,1,0,3,1,7,11,19
S00130368,128,89,39,10,6,0,0,1,12,3,24
S00130369,180,131,49,12,4,1,1,2,3,4,31
S00130370,121,75,46,14,1,0,3,0,10,1,27
S00130371,121,87,34,13,1,1,2,2,8,3,17
S00130372,142,99,43,14,1,1,3,1,8,3,27
S00130373,91,65,26,4,4,0,0,0,4,4,18
S00130374,238,180,58,20,13,0,3,0,12,12,37
S00130375,78,54,24,5,1,0,0,0,3,1,19
S00130376,164,106,58,15,7,5,4,6,17,4,35
S00130377,122,95,27,8,1,0,4,1,5,2,15
S00130378,141,97,44,15,3,0,0,0,5,1,31
S00130379,96,74,22,2,2,2,4,2,2,4,14
S00130380,92,52,40,15,5,1,3,0,16,2,23
S00130381,138,82,56,23,4,0,2,0,14,5,35
S00130382,141,95,46,16,4,0,2,0,6,0,32
S00130383,134,75,59,8,4,1,8,3,21,9,38
S00130384,141,85,56,10,5,1,3,0,16,8,34
S00130385,147,84,63,9,5,1,5,3,15,5,39
S00130386,101,62,39,11,1,1,1,0,9,6,23
S00130387,105,68,37,10,2,0,0,0,8,7,25
S00130388,84,52,32,6,0,0,2,0,8,2,26
S00130389,90,53,37,7,7,0,0,0,11,6,20
S00130390,134,94,40,11,3,0,2,0,6,3,28
S00130391,107,68,39,13,6,1,1,0,16,6,23
S00130392,115,80,35,8,2,0,2,0,9,5,24
S00130393,120,76,44,12,3,3,1,0,12,2,26
S00130394,101,57,44,13,3,0,2,1,6,4,27
S00130395,123,83,40,7,2,0,2,0,8,2,30
S00130396,105,79,26,8,3,0,0,0,5,2,15
S00130397,125,89,36,12,0,0,0,0,12,1,24
S00130398,115,87,28,5,2,1,0,0,5,4,23
S00130399,83,68,15,5,2,0,0,0,2,2,7
S00130400,97,74,23,4,1,0,0,0,5,0,17
S00130401,129,81,48,8,5,1,2,1,7,5,36
S00130402,127,88,39,8,2,0,1,0,3,8,24
S00130403,99,70,29,5,4,1,1,1,7,2,24
S00130404,99,76,23,7,4,0,0,0,5,1,13
S00130405,102,56,46,17,3,0,0,1,18,4,26
S00130406,100,70,30,4,2,0,1,0,6,6,20
S00130407,90,57,33,12,4,2,0,0,4,3,24
S00130408,145,114,31,5,0,0,1,0,3,1,23
S00130409,99,75,24,7,1,1,2,1,4,2,16
S00130410,185,142,43,7,0,0,1,1,6,4,33
S00130411,124,89,35,9,5,0,0,0,7,7,24
S00130412,80,63,17,3,1,1,1,0,10,2,9
S00130413,93,67,26,5,1,0,2,1,5,5,16
S00130414,129,86,43,6,0,0,6,0,5,9,23
S00130415,67,52,15,4,0,0,1,0,2,3,12
S00130416,90,74,16,2,0,1,0,1,1,0,13
S00130417,94,74,20,2,3,0,1,0,2,4,15
S00130418,122,55,67,14,3,4,0,0,23,11,44
S00130419,58,23,35,6,6,2,2,0,12,6,18
S00130420,53,30,23,7,1,0,2,1,5,1,11
S00130421,147,61,86,30,16,0,2,2,43,20,48
S00130422,99,48,51,13,5,0,4,0,25,11,28
S00130423,84,30,54,20,7,1,2,2,19,9,26
S00130424,81,39,42,10,2,2,3,0,12,11,25
S00130425,73,37,36,9,5,1,2,1,12,11,20
S00130426,69,48,21,4,1,0,1,0,8,4,12
S00130427,108,60,48,7,4,0,6,2,10,9,31
S00130428,87,37,50,11,5,0,2,0,18,3,28
S00130429,85,45,40,11,6,0,2,0,19,6,19
S00130430,62,39,23,5,4,0,1,0,5,0,16
S00130431,152,106,46,12,4,0,4,1,9,8,23
S00130432,157,93,64,11,2,0,6,1,12,6,37
S00130433,119,70,49,10,2,2,5,0,18,9,28
S00130434,119,78,41,8,2,1,3,0,14,5,27
S00130435,164,109,55,14,3,1,1,2,17,9,39
S00130436,132,81,51,12,2,0,3,0,12,8,38
S00130437,152,92,60,13,7,2,4,1,17,7,40
S00130438,121,69,52,12,7,1,2,0,17,4,36
S00130439,90,57,33,10,3,0,2,1,14,4,21
S00130440,79,54,25,7,3,1,0,1,9,4,16
S00130441,61,34,27,2,0,0,1,0,1,5,22
S00130442,73,54,19,5,1,0,1,0,3,7,7
S00130443,79,48,31,4,2,0,3,0,11,4,17
S00130444,58,26,32,8,2,0,1,0,8,12,14
S00130445,53,40,13,2,2,0,3,0,2,5,5
S00130446,95,58,37,8,2,0,1,2,10,8,28
S00130447,110,71,39,4,0,1,3,1,9,13,18
S00130448,108,60,48,10,3,0,0,0,13,4,33
S00130449,139,97,42,7,1,0,2,0,14,6,30
S00130450,121,77,44,15,6,0,3,1,13,11,19
S00130451,78,47,31,11,4,0,2,1,10,3,18
S00130452,73,42,31,9,1,1,3,2,2,8,12
S00130453,103,73,30,4,2,0,2,0,12,9,16
S00130454,109,73,36,8,1,1,5,2,12,11,20
S00130455,150,88,62,15,4,0,2,1,19,10,38
S00130456,66,48,18,5,0,0,3,0,5,5,8
S00130457,110,67,43,9,1,0,1,1,11,5,32
S00130458,113,79,34,8,0,0,1,0,5,4,24
S00130459,64,45,19,6,2,0,2,1,2,1,11
S00130460,113,76,37,10,0,2,2,1,3,4,19
S00130461,173,118,55,10,4,1,5,0,16,7,32
S00130462,116,89,27,6,0,0,2,1,2,3,18
S00130463,146,107,39,10,2,0,1,2,5,5,26
S00130464,104,70,34,7,3,0,2,0,4,4,24
S00130465,106,71,35,5,6,0,2,1,12,5,23
S00130466,153,103,50,15,2,2,1,2,17,1,32
S00130467,80,54,26,8,1,0,1,0,3,5,13
S00130468,112,74,38,5,2,0,6,1,9,2,22
S00130469,129,78,51,11,4,0,4,2,11,10,25
S00130470,105,72,33,6,2,0,1,0,8,8,17
S00130471,75,37,38,10,5,1,1,0,5,11,25
S00130472,172,116,56,8,1,0,3,3,10,7,35
S00130473,140,93,47,12,4,0,13,2,8,4,27
S00130474,187,124,63,17,9,1,1,0,10,15,27
S00130475,147,114,33,11,2,0,0,0,3,4,20
S00130476,147,93,54,14,4,0,3,1,14,4,33
S00130477,93,57,36,10,1,0,2,1,8,8,18
S00130478,60,43,17,6,1,0,1,0,5,3,11
S00130479,125,84,41,6,0,0,2,2,13,16,18
S00130480,107,63,44,8,3,0,0,0,14,7,31
S00130481,92,60,32,6,0,0,2,3,8,9,19
S00130482,161,122,39,3,0,0,4,1,5,8,25
S00130483,102,67,35,6,4,1,3,1,7,6,22
S00130484,69,44,25,5,3,0,1,0,6,4,17
S00130485,52,38,14,1,0,0,0,0,3,7,7
S00130486,123,85,38,9,2,1,2,0,13,6,22
S00130487,104,66,38,15,4,0,2,0,13,4,25
S00130488,105,57,48,16,8,0,4,0,14,12,28
S00130489,100,66,34,7,2,0,3,0,10,4,20
S00130490,108,77,31,9,2,0,0,0,5,2,19
S00130491,73,26,47,18,6,0,1,0,18,2,32
S00130492,101,54,47,20,5,0,0,0,11,5,27
S00130493,116,35,81,20,5,0,3,0,32,15,45
S00130494,114,80,34,6,3,0,2,0,8,8,14
S00130495,58,22,36,9,2,0,1,0,14,10,18
S00130496,93,56,37,6,0,1,7,1,8,9,17
S00130497,89,60,29,5,1,0,3,0,4,9,19
S00130498,75,50,25,6,2,0,2,0,12,7,10
S00130499,91,63,28,4,1,0,3,0,5,8,18
S00130500,93,58,35,10,2,0,1,0,12,6,18
S00130501,95,69,26,6,2,0,1,0,3,7,19
S00130502,56,33,23,9,2,0,0,0,8,8,15
S00130503,73,50,23,3,1,0,0,0,4,7,16
S00130504,64,36,28,5,2,0,1,0,9,3,22
S00130505,69,43,26,5,2,1,0,0,5,7,15
S00130506,76,47,29,6,0,0,1,0,8,7,16
S00130507,126,95,31,7,2,0,3,0,3,3,25
S00130508,86,41,45,9,6,0,3,1,15,16,25
S00130509,121,83,38,12,4,0,2,0,5,2,21
S00130510,106,83,23,4,1,0,0,0,2,2,19
S00130511,95,77,18,3,2,1,3,1,3,0,11
S00130512,111,73,38,10,1,0,0,0,3,4,24
S00130513,57,37,20,8,3,0,3,0,2,1,10
S00130514,65,40,25,5,4,0,0,0,7,3,15
S00130515,110,72,38,12,6,1,3,1,7,3,25
S00130516,72,42,30,11,3,2,3,2,9,2,19
S00130517,139,107,32,9,0,0,1,0,5,2,22
S00130518,62,47,15,6,1,0,0,0,3,2,12
S00130519,104,83,21,6,3,0,1,0,3,1,14
S00130520,60,41,19,4,1,0,1,0,6,2,13
S00130521,98,71,27,10,2,0,2,0,5,0,16
S00130522,132,99,33,8,2,0,0,0,9,6,20
S00130523,150,105,45,9,2,1,4,1,7,4,28
S00130524,153,118,35,3,0,0,4,1,6,4,22
S00130525,55,35,20,9,1,0,0,1,2,1,13
S00130526,67,53,14,0,1,0,3,0,4,1,8
S00130527,69,39,30,5,5,0,2,0,11,2,16
S00130528,106,62,44,6,2,4,5,2,8,11,26
S00130529,63,55,8,0,2,0,0,0,1,1,6
S00130530,76,46,30,5,5,1,3,0,9,11,17
S00130531,84,45,39,7,3,1,1,1,15,11,19
S00130532,352,85,267,41,20,8,8,2,97,116,177
S00130533,105,95,10,1,0,0,0,0,3,2,9
S00130534,187,166,21,3,0,0,3,0,2,4,13
S00130535,181,151,30,3,2,0,3,0,4,4,18
S00130536,194,159,35,4,3,1,2,1,5,7,18
S00130537,198,168,30,3,1,2,2,1,7,3,14
S00130538,268,224,44,9,0,0,1,2,5,6,27
S00130539,145,125,20,1,0,0,0,0,1,0,18
S00130540,115,106,9,1,1,0,0,1,1,0,6
S00130541,128,108,20,0,1,0,2,1,1,3,13
S00130542,65,57,8,0,0,0,4,0,0,0,7
S00130543,77,56,21,4,2,0,2,0,4,3,9
S00130544,57,35,22,3,1,0,3,2,8,3,11
S00130545,102,51,51,15,1,0,2,0,16,3,32
S00130546,122,77,45,6,3,0,4,1,11,14,25
S00130547,62,39,23,3,2,1,3,0,7,1,16
S00130548,91,59,32,5,2,1,2,1,8,7,23
S00130549,83,59,24,3,0,0,2,2,3,4,15
S00130550,79,57,22,6,1,1,1,0,4,2,11
S00130551,82,68,14,4,0,0,1,0,1,1,9
S00130552,162,106,56,8,3,2,9,3,10,14,21
S00130553,61,37,24,9,1,0,0,2,6,2,12
S00130554,192,162,30,6,0,1,0,0,7,3,18
S00130555,262,227,35,3,2,2,3,1,6,3,21
S00130556,160,125,35,5,2,0,1,1,9,10,27
S00130557,135,101,34,3,2,3,5,0,11,11,17
S00130558,106,86,20,5,2,0,0,0,4,3,13
S00130559,125,95,30,2,3,0,1,0,7,9,16
S00130560,55,35,20,5,2,0,1,0,5,2,10
S00130561,161,105,56,5,2,3,4,6,12,16,28
S00130562,113,81,32,6,1,0,0,0,14,6,20
S00130563,98,85,13,0,0,0,0,0,3,1,9
S00130564,52,40,12,1,0,0,1,0,4,0,9
S00130565,108,75,33,10,0,1,1,0,8,6,20
S00130566,146,119,27,2,1,0,4,0,5,4,17
S00130567,163,144,19,2,0,0,0,1,0,0,16
S00130568,86,64,22,4,1,0,2,0,9,1,12
S00130569,63,33,30,9,6,1,1,0,9,4,15
S00130570,60,29,31,8,1,0,2,0,12,10,18
S00130571,119,78,41,1,1,0,6,1,8,13,26
S00130572,60,50,10,2,1,0,3,0,1,2,4
S00130573,142,114,28,2,1,0,1,1,3,1,23
S00130574,179,136,43,3,3,2,4,3,7,11,22
S00130575,214,189,25,5,1,0,2,0,3,2,15
S00130576,100,61,39,8,4,0,3,1,10,5,27
S00130577,122,92,30,5,2,0,3,0,8,6,18
S00130578,170,133,37,6,1,11,3,3,5,5,17
S00130579,180,145,35,4,2,0,2,1,1,4,27
S00130580,217,181,36,6,3,2,2,3,2,5,19
S00130581,207,164,43,7,1,1,2,1,4,3,31
S00130582,142,104,38,4,1,3,2,1,8,6,21
S00130583,86,64,22,3,0,0,0,1,6,1,15
S00130584,70,48,22,0,0,1,3,0,6,8,9
S00130585,176,118,58,6,3,0,6,1,12,19,33
S00130586,175,120,55,10,3,0,3,0,10,3,41
S00130587,85,61,24,6,4,3,4,0,7,5,9
S00130588,79,56,23,5,5,1,2,0,3,1,15
S00130589,128,102,26,5,0,0,1,0,5,6,16
S00130590,150,133,17,2,1,0,2,1,4,2,11
S00130591,209,181,28,3,3,0,3,1,3,4,17
S00130592,111,88,23,5,1,0,0,0,2,6,12
S00130593,316,276,40,5,0,0,2,0,6,6,30
S00130594,85,70,15,3,0,0,0,0,1,1,13
S00130595,112,88,24,3,1,1,0,0,11,3,16
S00130596,88,62,26,4,7,0,1,0,5,3,18
S00130597,136,105,31,6,2,1,3,4,7,3,15
S00130598,118,92,26,2,1,0,3,0,6,4,17
S00130599,75,35,40,4,2,0,3,1,13,9,22
S00130600,86,41,45,11,4,0,1,0,9,6,28
S00130601,109,72,37,6,0,0,2,0,12,4,29
S00130602,66,39,27,3,0,3,2,2,5,5,14
S00130603,114,57,57,13,10,1,4,1,18,10,36
S00130604,62,36,26,5,7,0,0,0,9,4,16
S00130605,109,74,35,9,2,0,0,0,4,7,21
S00130606,142,97,45,11,3,5,5,1,16,16,18
S00130607,127,88,39,7,1,3,3,1,9,6,26
S00130608,134,97,37,8,4,2,1,1,9,9,24
S00130609,54,39,15,3,1,0,1,0,4,4,12
S00130610,132,106,26,4,2,0,2,0,4,4,16
S00130611,75,52,23,1,3,0,0,0,5,1,18
S00130612,68,45,23,4,3,0,3,0,6,6,17
S00130613,66,49,17,3,1,0,4,1,2,4,8
S00130614,148,127,21,2,1,0,0,1,5,5,12
S00130615,118,92,26,3,0,1,1,1,3,6,18
S00130616,100,55,45,15,7,0,1,2,6,15,31
S00130617,53,33,20,6,0,0,0,0,3,3,12
S00130618,108,58,50,7,1,0,1,1,16,5,35
S00130619,60,35,25,3,4,1,0,0,8,8,15
S00130620,81,59,22,2,2,3,4,0,4,6,8
S00130621,90,74,16,1,0,0,1,0,3,1,11
S00130622,106,69,37,16,1,0,1,0,2,4,20
S00130623,72,45,27,8,4,0,1,0,7,3,18
S00130624,126,77,49,23,3,0,3,0,8,6,29
S00130625,73,43,30,6,2,0,1,0,10,4,18
S00130626,130,80,50,16,3,0,2,0,21,10,22
S00130627,108,61,47,15,5,0,2,0,5,8,26
S00130628,67,32,35,4,3,8,13,3,6,9,11
S00130629,85,50,35,7,5,1,3,1,9,8,23
S00130630,87,60,27,5,3,0,3,1,5,6,15
S00130631,72,48,24,1,0,0,4,0,5,6,16
S00130632,123,88,35,7,3,0,0,0,8,4,26
S00130633,117,91,26,2,0,0,4,2,4,7,16
S00130634,166,142,24,3,3,0,3,0,7,1,15
S00130635,103,90,13,4,1,0,2,0,2,1,8
S00130636,129,113,16,2,0,0,1,3,1,2,9
S00130637,148,122,26,3,0,0,1,0,2,6,14
S00130638,173,110,63,12,7,1,7,2,20,12,40
S00130639,59,19,40,14,8,0,0,0,16,1,25
S00130640,90,68,22,4,1,0,4,0,2,7,12
S00130641,61,15,46,26,13,1,0,0,17,8,26
S00130642,58,44,14,0,0,3,1,0,3,6,4
S00130643,88,46,42,5,3,6,3,1,17,10,21
S00130644,177,128,49,5,5,2,7,2,8,10,38
S00130645,101,86,15,4,1,0,1,0,4,1,13
