oa_code,All households,No adults in employment in household: With dependent children,No adults in employment in household: No dependent children,Dependent children in household: All ages,Dependent children in household: Aged 0 to 4,One or more persons in household with a long-term health problem or disability: With dependent children,One or more persons in household with a long-term health problem or disability: No dependent children
S00107877,44,6,11,23,12,11,11
S00107878,36,3,19,9,3,1,17
S00107879,28,3,10,12,6,2,8
S00107880,57,11,9,35,18,11,10
S00107881,28,2,8,9,2,5,10
S00107882,40,5,19,7,3,1,15
S00107883,47,2,18,18,6,1,14
S00107884,43,0,11,17,4,2,18
S00107885,49,8,17,20,6,11,14
S00107886,68,3,24,20,9,7,27
S00107887,50,0,3,20,11,2,5
S00107888,56,0,2,31,18,3,5
S00107889,68,11,21,28,20,6,20
S00107890,69,0,66,0,0,0,48
S00107891,48,3,22,10,5,2,22
S00107892,54,3,29,6,4,2,24
S00107893,59,5,32,11,3,3,23
S00107894,42,1,9,8,5,0,9
S00107895,46,4,16,9,5,4,15
S00107896,38,0,18,5,1,0,17
S00107897,49,1,13,13,9,2,12
S00107898,40,1,16,1,0,1,11
S00107899,41,2,13,11,5,0,13
S00107900,38,0,20,7,3,0,16
S00107901,52,3,24,7,3,2,23
S00107902,43,1,19,6,5,2,18
S00107903,55,0,9,12,5,1,15
S00107904,67,0,17,4,2,1,16
S00107905,61,4,26,14,7,7,26
S00107906,51,0,7,5,3,1,9
S00107907,34,0,9,12,5,3,7
S00107908,24,0,4,9,4,2,4
S00107909,61,1,15,19,8,7,12
S00107910,58,1,11,12,4,0,9
S00107911,62,1,29,6,2,3,19
S00107912,58,3,8,18,5,6,11
S00107913,46,1,16,12,6,1,14
S00107914,69,2,27,10,4,3,25
S00107915,50,1,16,3,0,0,18
S00107916,51,0,20,10,6,2,17
S00107917,50,0,27,3,0,2,21
S00107918,87,1,20,10,6,1,13
S00107919,65,2,20,12,5,1,13
S00107920,53,0,24,2,1,0,21
S00107921,36,0,9,2,0,0,8
S00107922,73,8,13,22,9,1,10
S00107923,64,5,14,21,11,5,12
S00107924,38,0,8,8,4,3,12
S00107925,55,2,20,15,5,3,16
S00107926,42,1,11,13,2,4,12
S00107927,41,0,12,12,1,4,16
S00107928,64,4,8,25,4,7,13
S00107929,71,9,20,30,11,7,24
S00107930,63,7,15,25,13,6,22
S00107931,50,9,11,21,9,10,18
S00107932,44,4,11,18,8,6,10
S00107933,47,2,13,15,7,5,13
S00107934,63,2,26,13,6,3,26
S00107935,60,0,28,8,0,4,23
S00107936,59,1,36,9,0,5,30
S00107937,70,8,3,20,12,1,9
S00107938,46,4,15,11,3,1,17
S00107939,73,3,28,19,8,6,34
S00107940,56,1,26,10,6,2,23
S00107941,31,1,16,9,3,2,12
S00107942,75,0,11,22,12,1,9
S00107943,56,0,5,13,4,1,4
S00107944,53,0,1,22,13,4,4
S00107945,43,5,3,8,7,1,2
S00107946,43,1,2,5,4,0,2
S00107947,49,2,1,17,8,0,4
S00107948,58,0,26,13,5,1,19
S00107949,37,1,6,9,4,1,7
S00107950,25,0,0,13,5,1,0
S00107951,62,9,14,27,12,8,18
S00107952,55,5,21,10,5,2,19
S00107953,40,0,17,12,4,2,12
S00107954,50,5,19,18,4,7,19
S00107955,35,1,7,14,4,2,8
S00107956,30,1,7,12,7,2,11
S00107957,55,2,15,12,7,3,14
S00107958,47,1,26,6,4,1,25
S00107959,69,5,30,18,7,5,23
S00107960,74,2,31,20,7,5,26
S00107961,42,0,18,7,3,2,19
S00107962,46,0,18,8,5,3,15
S00107963,46,0,24,13,4,2,16
S00107964,67,2,38,7,1,1,31
S00107965,48,2,11,16,10,5,15
S00107966,41,2,15,11,6,4,15
S00107967,66,4,17,17,8,6,19
S00107968,54,1,20,15,6,2,21
S00107969,73,1,20,13,4,4,22
S00107970,54,0,22,10,3,3,12
S00107971,48,2,17,9,5,2,15
S00107972,51,5,13,16,5,4,23
S00107973,62,2,26,8,3,1,17
S00107974,58,1,24,14,10,3,19
S00107975,50,4,22,8,6,0,20
S00107976,25,0,8,5,3,0,10
S00107977,61,0,44,11,3,2,35
S00107978,34,1,16,5,1,0,15
S00107979,43,4,18,12,3,5,17
S00107980,52,0,23,4,3,0,23
S00107981,58,0,28,3,2,0,20
S00107982,47,1,23,7,3,1,25
S00107983,59,1,21,10,7,1,21
S00107984,74,3,40,9,5,2,30
S00107985,66,0,37,8,5,2,29
S00107986,63,3,26,15,8,2,24
S00107987,33,2,11,10,3,3,10
S00107988,52,1,28,7,2,1,24
S00107989,41,1,15,10,4,2,15
S00107990,39,3,10,14,9,8,10
S00107991,59,6,23,15,5,7,18
S00107992,51,2,21,12,7,4,21
S00107993,36,4,7,22,11,8,10
S00107994,46,0,14,8,1,2,23
S00107995,39,3,4,19,13,3,5
S00107996,51,1,17,9,3,5,15
S00107997,43,0,12,13,4,3,15
S00107998,46,2,16,13,9,1,16
S00107999,56,1,21,8,6,0,22
S00108000,28,1,8,10,4,1,10
S00108001,75,7,26,23,12,4,32
S00108002,48,6,11,18,6,2,10
S00108003,56,1,27,11,6,4,29
S00108004,72,4,23,22,7,8,27
S00108005,39,10,8,20,10,7,6
S00108006,45,1,14,10,6,3,14
S00108007,45,1,14,11,3,3,23
S00108008,27,1,10,5,1,4,6
S00108009,46,2,11,17,8,4,13
S00108010,55,1,23,15,8,3,21
S00108011,53,2,17,14,6,1,16
S00108012,51,1,14,16,6,1,17
S00108013,45,0,15,11,7,4,14
S00108014,48,2,22,12,2,3,21
S00108015,54,7,14,19,10,4,16
S00108016,39,7,12,14,9,5,9
S00108017,62,0,28,15,5,6,23
S00108018,57,1,27,15,5,6,22
S00108019,69,0,21,10,0,4,27
S00108020,66,4,28,13,4,5,24
S00108021,50,1,22,8,2,1,22
S00108022,38,1,22,7,2,1,18
S00108023,53,0,21,13,1,1,15
S00108024,52,1,23,11,3,3,23
S00108025,38,0,19,8,1,2,10
S00108026,64,0,21,21,9,6,18
S00108027,57,0,35,3,1,0,27
S00108028,42,1,10,14,4,0,10
S00108029,55,2,29,7,4,0,30
S00108030,62,2,10,29,9,4,9
S00108031,77,2,21,9,5,2,18
S00108032,45,0,13,8,2,2,10
S00108033,52,1,10,14,5,1,12
S00108034,47,3,21,10,4,2,18
S00108035,53,1,11,19,5,2,15
S00108036,41,0,15,4,2,0,15
S00108037,62,4,20,14,3,4,22
S00108038,62,0,26,8,2,2,24
S00108039,48,5,18,13,3,5,16
S00108040,77,0,22,18,3,4,20
S00108041,42,1,18,8,3,2,17
S00108042,58,1,28,8,0,1,25
S00108043,68,1,30,15,7,3,28
S00108044,34,1,15,2,0,1,18
S00108045,50,3,19,14,6,5,20
S00108046,49,6,15,22,6,6,10
S00108047,74,9,20,22,9,6,18
S00108048,68,1,11,17,6,3,11
S00108049,49,8,26,17,8,7,20
S00108050,42,1,18,11,6,4,17
S00108051,40,2,17,6,1,2,16
S00108052,75,8,19,24,12,5,17
S00108053,62,10,11,33,17,5,8
S00108054,56,3,25,23,13,7,18
S00108055,47,7,8,16,10,6,5
S00108056,62,5,20,19,5,4,20
S00108057,74,7,27,26,7,7,22
S00108058,71,0,39,0,0,0,33
S00108059,58,8,16,19,7,4,16
S00108060,49,7,16,21,13,5,11
S00108061,64,9,21,21,10,6,17
S00108062,67,8,21,24,12,11,13
S00108063,31,0,21,5,2,1,17
S00108064,51,3,31,13,5,1,29
S00108065,27,1,13,5,1,1,13
S00108066,57,2,23,14,6,0,22
S00108067,49,6,11,17,9,6,7
S00108068,45,5,25,12,7,5,16
S00108069,46,0,23,5,2,1,22
S00108070,36,7,14,9,7,2,6
S00108071,45,6,20,9,6,2,8
S00108072,41,1,14,7,1,4,8
S00108073,43,0,23,7,1,1,20
S00108074,47,1,20,12,6,3,17
S00108075,49,1,26,5,2,2,21
S00108076,40,0,15,11,4,1,14
S00108077,75,12,27,24,9,7,13
S00108078,69,12,28,17,13,4,23
S00108079,61,11,25,20,15,2,28
S00108080,64,4,19,15,7,5,25
S00108081,69,2,22,9,7,3,13
S00108082,69,0,32,14,2,1,25
S00108083,45,0,19,11,2,2,15
S00108084,40,0,16,10,1,2,13
S00108085,46,0,23,9,3,2,15
S00108086,51,1,16,15,4,5,9
S00108087,58,4,28,19,4,8,20
S00108088,52,0,9,15,5,0,6
S00108089,32,1,14,4,2,0,13
S00108090,46,4,11,23,11,4,10
S00108091,53,0,27,9,5,2,23
S00108092,67,6,23,22,11,4,25
S00108093,42,2,6,13,6,4,12
S00108094,40,1,9,10,6,2,10
S00108095,24,3,8,7,1,5,10
S00108096,66,3,23,15,5,3,21
S00108097,47,1,18,7,0,0,25
S00108098,43,0,12,11,4,5,15
S00108099,41,1,15,5,1,1,17
S00108100,44,2,14,15,5,6,15
S00108101,54,2,25,16,8,2,21
S00108102,44,0,14,13,3,3,12
S00108103,48,0,18,11,6,2,21
S00108104,58,2,25,14,2,3,17
S00108105,51,1,17,15,5,3,13
S00108106,48,0,24,10,3,2,17
S00108107,51,0,22,10,4,3,18
S00108108,52,0,19,10,3,0,13
S00108109,24,2,5,7,2,1,7
S00108110,59,0,24,10,4,3,20
S00108111,46,1,19,11,2,0,13
S00108112,56,1,29,9,3,4,20
S00108113,40,0,13,6,0,2,12
S00108114,64,4,23,16,3,4,24
S00108115,59,1,20,15,7,1,18
S00108116,71,2,21,15,4,6,22
S00108117,57,5,24,18,9,6,20
S00108118,69,4,22,13,3,5,34
S00108119,25,2,8,11,4,3,10
S00108120,43,5,12,12,6,2,13
S00108121,31,2,7,12,4,5,7
S00108122,44,6,6,21,8,5,7
S00108123,59,0,27,12,1,1,15
S00108124,30,0,14,9,3,2,7
S00108125,27,5,5,12,6,1,2
S00108126,34,6,9,14,3,6,7
S00108127,51,12,12,24,8,10,15
S00108128,45,2,21,13,6,4,22
S00108129,49,1,13,12,6,2,13
S00108130,49,1,18,12,7,2,24
S00108131,45,2,19,13,5,5,15
S00108132,43,1,17,13,6,5,19
S00108133,51,2,6,32,15,3,3
S00108134,43,3,20,6,3,1,20
S00108135,38,4,8,12,7,0,14
S00108136,45,0,14,15,4,2,13
S00108137,25,3,7,8,4,2,10
S00108138,66,0,9,23,5,2,15
S00108139,69,4,36,11,2,3,40
S00108140,46,2,18,13,4,0,20
S00108141,42,1,9,17,7,3,12
S00108142,53,1,20,13,2,2,15
S00108143,72,2,13,25,1,5,14
S00108144,45,0,17,11,3,1,13
S00108145,49,0,13,13,5,2,12
S00108146,60,0,11,19,5,2,10
S00108147,54,0,3,37,17,5,2
S00108148,48,0,3,31,20,3,2
S00108149,81,1,1,50,23,4,4
S00108150,46,2,4,31,11,5,4
S00108151,44,0,14,11,2,0,17
S00108152,49,0,11,16,3,2,10
S00108153,53,2,12,13,5,3,17
S00108154,74,4,23,22,13,5,21
S00108155,67,0,25,17,3,5,24
S00108156,66,3,32,15,7,5,32
S00108157,46,0,11,19,5,2,9
S00108158,44,1,14,16,6,2,15
S00108159,70,3,19,20,4,3,22
S00108160,58,2,14,19,6,4,14
S00108161,40,7,7,15,6,7,8
S00108162,57,0,19,14,4,1,12
S00108163,54,2,18,14,5,4,12
S00108164,69,1,16,16,5,4,20
S00108165,37,1,8,11,3,2,7
S00108166,41,0,5,15,6,0,11
S00108167,48,1,26,7,4,0,19
S00108168,75,0,40,11,4,3,26
S00108169,50,0,22,11,3,0,15
S00108170,62,1,21,8,3,1,16
S00108171,36,1,16,8,5,2,12
S00108172,50,0,22,10,3,4,24
S00108173,50,1,20,5,1,2,21
S00108174,35,0,15,6,1,1,10
S00108175,50,0,7,11,4,1,8
S00108176,39,1,5,13,4,1,3
S00108177,53,2,17,12,8,3,21
S00108178,73,1,29,12,5,2,26
S00108179,57,0,21,10,2,0,11
S00108180,58,1,15,11,5,2,17
S00108181,75,0,10,16,7,3,19
S00108182,60,0,11,14,7,2,8
S00108183,50,0,13,7,4,1,13
S00108184,58,0,8,11,7,0,10
S00108185,67,0,17,12,5,3,11
S00108186,62,1,26,11,2,2,20
S00108187,67,1,17,13,2,4,13
S00108188,67,4,4,14,3,5,14
S00108189,23,0,7,5,3,0,7
S00108190,50,0,31,2,2,0,25
S00108191,48,1,22,11,3,2,12
S00108192,57,3,18,14,6,3,19
S00108193,29,0,10,5,1,1,7
S00108194,76,0,23,29,10,2,12
S00108195,31,0,4,10,6,1,7
S00108196,43,3,18,8,2,1,14
S00108197,58,1,20,10,3,4,14
S00108198,43,1,9,15,7,2,11
S00108199,43,0,4,16,8,1,2
S00108200,34,1,20,2,1,1,25
S00108201,55,8,20,18,10,3,19
S00108202,46,0,17,10,2,2,14
S00108203,59,1,25,10,2,2,26
S00108204,53,3,16,16,3,4,16
S00108205,44,1,10,16,5,4,12
S00108206,56,7,21,23,12,9,19
S00108207,66,11,22,20,9,10,24
S00108208,35,2,16,8,3,3,16
S00108209,22,0,6,8,4,3,7
S00108210,55,1,29,10,2,2,28
S00108211,49,2,14,16,5,3,17
S00108212,44,4,18,13,2,9,19
S00108213,59,2,13,8,0,2,9
S00108214,36,0,10,4,1,0,7
S00108215,41,0,11,4,2,1,13
S00108216,55,1,14,10,2,1,8
S00108217,69,1,17,22,6,5,18
S00108218,36,0,7,11,4,4,13
S00108219,46,1,14,10,2,2,9
S00108220,77,1,26,11,1,4,26
S00108221,66,0,20,27,4,2,18
S00108222,44,0,20,4,3,1,23
S00108223,35,1,15,5,1,1,17
S00108224,42,2,29,8,1,1,17
S00108225,59,0,28,18,6,5,14
S00108226,42,0,20,9,4,2,16
S00108227,55,0,25,8,1,0,20
S00108228,49,0,22,8,3,2,6
S00108229,43,0,12,18,6,6,6
S00108230,58,1,12,18,4,6,14
S00108231,41,0,14,8,3,1,13
S00108232,49,5,19,16,9,3,17
S00108233,65,3,20,16,6,3,19
S00108234,45,2,10,19,9,10,11
S00108235,60,3,24,16,9,1,23
S00108236,44,0,17,7,4,1,19
S00108237,74,2,26,18,7,5,31
S00108238,76,4,22,23,9,7,30
S00108239,47,7,4,31,10,7,6
S00108240,49,12,9,23,9,7,11
S00108241,47,10,9,24,9,11,14
S00108242,60,5,17,17,8,6,16
S00108243,63,4,23,20,5,9,21
S00108244,63,4,22,15,4,7,26
S00108245,74,10,14,31,15,10,20
S00108246,56,1,23,10,5,0,29
S00108247,72,0,31,13,3,2,24
S00108248,50,6,13,21,7,4,12
S00108249,53,1,8,17,6,6,10
S00108250,38,3,9,12,4,3,16
S00108251,72,1,23,20,7,3,19
S00108252,61,4,26,7,5,2,23
S00108253,42,2,3,23,13,3,2
S00108254,56,0,1,41,26,4,1
S00108255,44,0,3,25,14,4,2
S00108256,62,0,25,9,4,3,23
S00108257,71,1,4,24,16,5,2
S00108258,59,2,23,18,6,6,18
S00108259,46,1,23,10,5,3,22
S00108260,47,1,11,20,7,5,8
S00108261,59,4,17,17,9,5,14
S00108262,50,2,8,16,9,3,7
S00108263,60,1,29,12,3,3,27
S00108264,55,0,22,18,5,5,14
S00108265,39,0,13,12,5,4,15
S00108266,55,2,19,11,5,0,15
S00108267,24,0,8,7,1,2,6
S00108268,21,1,7,5,1,1,7
S00108269,75,0,61,5,2,2,41
S00108270,70,0,25,13,3,0,11
S00108271,49,0,10,16,6,3,11
S00108272,60,0,24,11,4,1,25
S00108273,60,1,20,19,7,1,11
S00108274,55,0,16,16,3,2,13
S00108275,55,0,17,12,2,2,20
S00108276,41,2,14,9,4,3,14
S00108277,64,3,26,15,6,6,27
S00108278,64,1,33,17,10,2,34
S00108279,48,1,8,17,7,2,16
S00108280,59,2,15,16,5,7,13
S00108281,67,1,30,17,7,3,28
S00108282,54,4,19,10,7,2,25
S00108283,36,0,16,8,1,3,12
S00108284,61,0,17,15,6,4,23
S00108285,68,1,24,24,8,6,18
S00108286,55,0,14,19,5,5,15
S00108287,60,2,12,20,2,3,7
S00108288,69,1,22,11,2,1,17
S00108289,32,0,16,5,2,1,13
S00108290,36,1,10,12,5,4,12
S00108291,30,0,8,11,4,2,5
S00108292,32,0,0,19,11,5,0
S00108293,47,0,12,15,7,4,12
S00108294,52,1,8,16,8,4,13
S00108295,46,0,19,13,4,3,16
S00108296,50,0,15,11,1,2,13
S00108297,47,0,18,9,2,4,14
S00108298,41,1,22,10,4,3,15
S00108299,48,6,14,11,2,1,13
S00108300,68,3,7,36,12,10,13
S00108301,64,1,23,15,3,2,27
S00108302,54,3,13,11,9,2,11
S00108303,48,2,8,11,7,2,10
S00108304,50,1,7,13,4,1,8
S00108305,71,1,7,33,9,9,6
S00108306,48,0,14,8,2,0,9
S00108307,49,0,11,23,3,1,9
S00108308,44,0,7,10,1,2,7
S00108309,49,0,9,17,3,3,5
S00108310,46,0,21,6,4,0,8
S00108311,41,0,17,4,1,1,11
S00108312,49,0,14,13,8,1,8
S00108313,51,3,14,13,3,4,13
S00108314,67,0,24,14,6,5,27
S00108315,75,7,25,26,11,10,24
S00108316,55,5,29,12,10,2,26
S00108317,46,4,15,15,6,1,18
S00108318,56,1,22,11,4,1,21
S00108319,68,4,24,17,4,8,21
S00108320,46,2,14,20,13,6,14
S00108321,55,5,20,13,6,5,18
S00108322,55,3,9,16,8,4,16
S00108323,59,4,14,23,9,6,16
S00108324,74,6,20,18,9,4,31
S00108325,31,3,5,11,4,4,7
S00108326,69,7,16,26,9,10,17
S00108327,51,4,9,16,8,2,18
S00108328,30,6,4,14,5,7,8
S00108329,53,9,9,20,9,5,14
S00108330,56,10,9,27,9,8,11
S00108331,66,0,16,12,4,4,20
S00108332,61,1,15,16,9,3,18
S00108333,70,12,16,28,13,7,21
S00108334,30,0,11,7,3,1,14
S00108335,56,3,25,9,7,2,20
S00108336,46,7,11,24,7,5,11
S00108337,48,1,26,5,1,4,28
S00108338,68,1,13,20,3,4,16
S00108339,67,0,3,40,20,9,2
S00108340,48,0,11,9,4,0,9
S00108341,41,0,11,12,3,1,12
S00108342,47,4,12,16,7,4,12
S00108343,40,3,15,15,6,4,15
S00108344,28,0,12,6,0,1,16
S00108345,41,3,17,9,3,3,12
S00108346,65,8,15,21,4,7,20
S00108347,69,6,27,19,6,10,30
S00108348,77,7,19,22,8,5,24
S00108349,58,1,18,13,1,3,22
S00108350,58,2,16,14,3,4,21
S00108351,44,0,9,17,3,3,8
S00108352,58,3,23,15,4,2,21
S00108353,42,0,21,5,3,1,21
S00108354,48,1,26,9,3,4,22
S00108355,32,4,11,8,3,2,9
S00108356,43,0,17,4,1,1,21
S00108357,45,4,13,14,6,3,14
S00108358,47,1,15,16,3,2,16
S00108359,56,5,12,22,7,7,15
S00108360,52,1,8,18,3,4,13
S00108361,45,4,14,19,4,7,15
S00108362,60,3,15,13,5,2,21
S00108363,74,5,23,19,6,8,33
S00108364,66,12,23,22,4,11,20
S00108365,72,5,28,22,9,8,32
S00108366,68,10,21,30,13,9,20
S00108367,69,1,20,16,5,4,32
S00108368,48,0,10,10,3,1,18
S00108369,57,3,17,18,7,4,25
S00108370,50,6,18,15,4,5,15
S00108371,50,6,6,20,5,5,15
S00108372,38,3,8,16,10,3,4
S00108373,60,2,8,17,9,2,6
S00108374,22,0,0,4,1,1,10
S00108375,55,2,21,11,3,3,18
S00108376,23,1,2,11,4,2,2
S00108377,64,0,7,12,2,0,14
S00108378,65,0,14,19,4,5,21
S00108379,71,0,16,17,3,3,11
S00108380,54,0,21,14,7,2,22
S00108381,56,2,3,17,7,3,7
S00108382,51,4,10,22,4,4,9
S00108383,54,0,23,8,1,2,27
S00108384,44,1,13,14,5,0,9
S00108385,57,1,27,12,2,3,24
S00108386,48,2,20,13,4,1,15
S00108387,46,5,16,17,13,0,14
S00108388,74,0,17,25,8,7,19
S00108389,39,0,5,15,6,5,7
S00108390,43,0,23,8,2,1,21
S00108391,61,2,10,18,12,1,9
S00108392,54,3,28,13,6,2,16
S00108393,48,2,21,13,6,1,21
S00108394,35,1,8,11,5,3,6
S00108395,43,0,22,9,4,2,14
S00108396,53,1,2,34,12,8,1
S00108397,36,1,1,23,12,7,3
S00108398,65,4,19,19,8,2,18
S00108399,53,10,14,28,15,7,16
S00108400,71,8,27,21,12,4,18
S00108401,60,1,22,14,8,6,23
S00108402,52,3,19,16,6,3,12
S00108403,41,0,2,25,8,2,1
S00108404,48,0,20,7,2,2,9
S00108405,37,0,20,1,0,1,13
S00108406,52,1,20,11,1,3,20
S00108407,38,0,16,5,0,2,18
S00108408,39,1,18,6,1,1,18
S00108409,65,4,18,17,6,6,22
S00108410,65,2,24,19,9,3,22
S00108411,39,2,10,12,3,4,12
S00108412,72,2,21,26,7,10,30
S00108413,72,4,23,25,10,12,27
S00108414,73,8,28,17,12,6,27
S00108415,62,4,28,14,5,2,20
S00108416,64,5,19,23,7,5,16
S00108417,37,6,14,13,3,2,18
S00108418,44,9,19,13,7,6,21
S00108419,52,7,21,17,4,6,18
S00108420,69,7,20,24,11,4,22
S00108421,65,1,28,15,9,4,18
S00108422,39,1,19,7,1,1,13
S00108423,27,3,3,7,6,1,4
S00108424,29,4,13,6,2,2,10
S00108425,41,1,10,9,4,3,14
S00108426,55,4,21,14,4,4,16
S00108427,24,0,3,8,5,2,5
S00108428,31,1,11,8,3,3,7
S00108429,73,4,19,26,13,7,19
S00108430,68,1,22,11,5,3,23
S00108431,63,0,21,17,3,2,23
S00108432,50,0,13,19,7,3,12
S00108433,52,1,19,14,5,4,19
S00108434,48,4,13,12,3,5,12
S00108435,59,2,21,14,4,2,13
S00108436,59,5,14,21,10,4,20
S00108437,48,3,12,13,7,3,18
S00108438,57,4,17,27,10,5,17
S00108439,41,2,22,6,0,0,14
S00108440,50,0,28,10,3,4,21
S00108441,49,0,14,7,3,2,11
S00108442,69,1,17,11,6,1,10
S00108443,71,1,35,12,6,3,25
S00108444,41,2,18,11,4,1,13
S00108445,32,0,2,12,8,2,5
S00108446,45,2,15,11,5,2,22
S00108447,73,0,13,16,9,1,17
S00108448,70,0,9,20,4,4,20
S00108449,72,1,12,16,3,5,16
S00108450,70,1,16,19,11,5,15
S00108451,64,1,10,27,12,7,16
S00108452,40,3,11,14,5,6,12
S00108453,40,1,10,17,6,7,10
S00108454,48,2,10,18,6,4,14
S00108455,46,6,17,14,3,2,16
S00108456,45,5,13,14,8,3,10
S00108457,71,4,20,15,6,6,22
S00108458,62,4,19,19,3,6,19
S00108459,53,2,18,18,4,3,21
S00108460,73,5,30,26,11,3,27
S00108461,63,5,15,27,15,6,17
S00108462,58,0,24,8,2,1,18
S00108463,58,1,17,19,9,4,15
S00108464,59,0,15,18,6,1,14
S00108465,33,4,6,14,5,7,10
S00108466,75,5,22,24,8,8,13
S00108467,40,2,11,10,3,4,13
S00108468,60,0,15,14,6,2,12
S00108469,73,1,27,17,3,5,16
S00108470,65,2,22,18,3,3,20
S00108471,60,1,34,10,3,0,27
S00108472,55,1,11,24,9,9,16
S00108473,41,1,18,6,0,3,19
S00108474,50,10,10,22,15,5,11
S00108475,56,2,16,11,7,4,14
S00108476,72,2,28,22,13,3,26
S00108477,43,1,20,4,2,0,22
S00108478,23,1,8,6,3,0,8
S00108479,44,2,15,12,3,5,14
S00108480,44,0,19,7,0,1,19
S00108481,48,0,14,13,8,1,12
S00108482,47,0,14,14,6,1,15
S00108483,44,3,12,18,10,5,10
S00108484,47,4,13,17,9,4,10
S00108485,60,0,29,0,0,0,24
S00108486,62,1,14,16,6,3,12
S00108487,63,4,20,7,3,1,14
S00108488,60,3,17,15,7,6,18
S00108489,34,0,11,11,4,2,9
S00108490,65,0,5,26,14,1,6
S00108491,45,0,1,27,9,2,3
S00108492,39,1,15,9,4,1,16
S00108493,59,2,13,14,4,4,10
S00108494,59,5,24,20,3,8,19
S00108495,30,4,5,14,10,2,7
S00108496,50,7,18,13,7,5,17
S00108497,72,7,29,22,8,7,23
S00108498,40,0,17,3,2,0,17
S00108499,70,2,31,13,8,4,29
S00108500,39,0,16,9,2,0,12
S00108501,74,2,3,25,17,4,5
S00108502,71,0,17,21,7,8,9
S00108503,63,0,21,11,4,1,18
S00108504,44,1,13,12,4,0,17
S00108505,43,2,12,5,2,0,15
S00108506,52,2,9,15,4,3,10
S00108507,36,1,10,4,0,1,7
S00108508,53,2,32,4,1,1,31
S00108509,50,4,10,17,5,3,14
S00108510,39,2,9,9,2,0,12
S00108511,43,0,25,6,1,1,14
S00108512,33,1,13,9,5,3,13
S00108513,47,7,18,15,12,3,12
S00108514,70,8,27,17,9,6,30
S00108515,42,2,23,3,1,2,21
S00108516,58,2,17,16,6,3,23
S00108517,50,0,12,18,6,5,10
S00108518,55,1,13,18,5,2,10
S00108519,44,1,13,7,3,1,12
S00108520,47,0,19,7,1,0,18
S00108521,71,0,21,12,3,1,14
S00108522,53,0,14,16,11,3,18
S00108523,50,1,13,12,3,2,13
S00108524,42,3,17,11,3,3,13
S00108525,53,0,16,19,5,3,14
S00108526,43,3,13,13,8,5,11
S00108527,54,2,27,11,8,6,22
S00108528,46,0,26,5,3,1,21
S00108529,46,0,26,8,4,3,23
S00108530,40,0,34,0,0,0,26
S00108531,47,0,19,16,4,3,14
S00108532,50,0,20,9,2,1,25
S00108533,37,1,10,16,8,4,11
S00108534,63,1,15,14,5,3,22
S00108535,71,3,10,21,10,4,19
S00108536,57,1,14,23,11,2,11
S00108537,65,2,11,21,8,9,16
S00108538,75,8,19,31,14,5,18
S00108539,67,1,19,22,8,6,15
S00108540,52,0,19,10,7,2,19
S00108541,54,6,13,23,12,7,13
S00108542,40,1,12,8,2,1,13
S00108543,47,2,17,16,4,3,18
S00108544,42,1,13,14,6,5,11
S00108545,51,2,12,12,5,2,11
S00108546,54,2,11,16,4,4,16
S00108547,40,3,8,14,1,4,8
S00108548,55,2,25,9,4,3,22
S00108549,53,2,17,11,8,2,27
S00108550,42,5,13,8,5,1,10
S00108551,52,13,8,23,8,11,10
S00108552,41,0,21,6,1,0,18
S00108553,62,2,26,10,3,4,32
S00108554,76,7,26,25,11,5,24
S00108555,50,0,24,9,4,0,15
S00108556,34,0,9,5,2,0,10
S00108557,50,0,18,9,3,0,15
S00108558,48,4,18,10,6,2,11
S00108559,80,2,12,14,8,2,9
S00108560,68,1,25,15,7,2,20
S00108561,50,0,20,0,0,0,17
S00108562,42,0,19,11,6,4,15
S00108563,41,1,19,10,6,2,17
S00108564,62,3,18,22,7,2,15
S00108565,60,1,24,10,3,3,31
S00108566,36,0,10,9,1,1,14
S00108567,60,1,22,8,2,2,29
S00108568,45,2,15,17,3,7,13
S00108569,52,1,21,12,3,4,22
S00108570,41,3,7,17,8,9,8
S00108571,46,1,23,8,3,2,22
S00108572,79,1,36,13,5,2,35
S00108573,54,0,17,14,10,3,13
S00108574,46,1,2,30,13,5,4
S00108575,34,0,7,6,1,0,6
S00108576,33,1,2,19,2,1,7
S00108577,27,4,6,8,1,3,5
S00108578,36,2,15,8,2,2,16
S00108579,53,3,20,14,5,4,19
S00108580,57,0,15,15,9,3,15
S00108581,48,0,15,10,2,3,15
S00108582,48,0,21,5,1,2,17
S00108583,40,0,18,6,3,3,20
S00108584,25,0,7,6,3,1,4
S00108585,46,1,9,9,2,3,15
S00108586,34,0,7,6,5,1,6
S00108587,37,0,13,11,3,3,7
S00108588,32,2,8,11,7,2,9
S00108589,49,1,17,9,1,4,12
S00108590,60,3,14,20,11,3,23
S00108591,42,5,15,16,5,5,11
S00108592,41,2,20,9,4,2,21
S00108593,32,11,5,22,14,11,8
S00108594,27,0,13,6,5,1,11
S00108595,73,4,26,25,11,8,24
S00108596,40,2,14,13,3,3,14
S00108597,76,0,2,41,16,5,8
S00108598,33,0,9,8,1,0,10
S00108599,42,1,8,5,2,1,12
S00108600,38,0,7,16,1,0,5
S00108601,38,0,13,9,3,2,11
S00108602,52,4,13,19,6,5,17
S00108603,71,2,16,30,12,4,12
S00108604,62,1,22,18,8,3,22
S00108605,48,1,12,15,6,1,9
S00108606,66,1,18,18,4,6,21
